Blunt Object,Category of Force Event - Measured at Event Level,Disposition/Custody,DOW,Firearm,Firearm - Implied,Firearm - Replica,Force Applied - 1,Force Applied - 2,Force Applied - 3,Force Applied - 4,Force Applied - 5,Force Applied - 6,Force Applied - 7,Force Applied - 8,Hour (6Hr),Initial Call Category,Initial Call type,Knife / Edged Weapon / Stabbing Instrument,"Mental Health Crisis - Prior to Force, Perceived Lack of Compliance",Month,Needle / Spit / Bodily Fluids,No weapon (unarmed),Officer,Officer Precinct,Officer Tenure,Other Weapon,Record ID,Subject,Subject - Race,Subject - Sex,Subject - Transient,Subject Age,Subject Instance,Subject Resistance - 1,Subject Resistance - 2,Subject Resistance - 3,Subject Resistance - 4,Subject Resistance - 5,Subject Resistance - 6,Subject Resistance - 7,Subject Resistance - 8,Type of Call,"Under the Influence of Alcohol - Prior to Force, Perceived Condition","Under the Influence of Drugs - Prior to Force, Perceived Condition",Weapon Present or reported but not used or threatened use,Year,Record Count,Record Count
,IV,Arrest-Misdemeanor,Thursday,,,,Takedown (IV),Resisted HC,,,,,,,1800-2359,Disturbance,DISTURBANCE - WITH WEAPON *H,,,August,,,976240,Central Precinct,13,,233548260,584541,White,Male,Yes,31,234132801,Active,Active,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,2020,1,1
,IV,Arrest-Misdemeanor,Thursday,,,,Takedown (IV),Resisted HC,Hobble,,,,,,1800-2359,Threat,THREAT - PRIORITY,Knife / Edged Weapon / Stabbing Instrument,,September,,,405881,Central Precinct,4.202665525,,54528818,504631,White,Male,Yes,37.147871005,54528818504631,Active,Active,Active,,,,,,Dispatched,Yes,Yes,,2018,1,1
,IV,Arrest-Misdemeanor,Thursday,,,Firearm - Replica,PFA,,,,,,,,-,Suspicious,SUSPICIOUS - WITH WEAPON *H,,,June,,,1102751,Central Precinct,5.446626712,,969527747,3801401,White,Male,Yes,29.252106164,9695277473801401,Deadly,,,,,,,,Dispatched,Yes,Yes,,2018,1,1
,IV,Arrest-Misdemeanor,Thursday,,,Firearm - Replica,PFA,,,,,,,,-,Suspicious,SUSPICIOUS - WITH WEAPON *H,,,June,,,562900,Central Precinct,13.961710426,,969527747,3801401,White,Male,Yes,29.252121385,9695277473801401,Deadly,,,,,,,,Dispatched,Yes,Yes,,2018,1,1
,IV,Arrest-Misdemeanor,Thursday,,,Firearm - Replica,PFA,,,,,,,,-,Suspicious,SUSPICIOUS - WITH WEAPON *H,,,June,,,156259,Central Precinct,18.775393836,,969527747,3801401,White,Male,Yes,29.252106164,9695277473801401,Deadly,,,,,,,,Dispatched,Yes,Yes,,2018,1,1
,IV,Arrest-Other Agency,Thursday,,,,PFA,,,,,,,,-,Disturbance,DISTURBANCE - PRIORITY,,,December,,,751121,North Precinct,1.267427702,,533519953,3877985,White,Male,Yes,24.768797565,3877985533519953,Passive,,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,2017,1,1
,IV,Arrest-Other Agency,Thursday,,,,Takedown (IV),Control Against Resistance,Resisted HC,,,,,,1200-1759,Suspicious,"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE",,Yes,March,,,744521,Transit (PPB Only),8.919549087,,400526541,410740,White,Male,Yes,31.188042237,410740400526541,Active,Active,Active,,,,,,Dispatched,,Yes,Weapon Present or reported but not used or threatened use,2018,1,1
,IV,Arrest-Other Agency,Thursday,Firearm,,,PFA,,,,,,,,0000-0559,Suspicious,SUSPICIOUS - WITH WEAPON *H,,,March,,,1020641,North Precinct,6.942656012,,464526622,402505,White,Male,No,33.402929985,402505464526622,Active,,,,,,,,Dispatched,,Yes,,2018,1,1
,IV,Arrest-Warrant,Thursday,,,,Box-in VIS,,,,,,,,0600-1159,Warrant,WARRANT,,,June,,,139660,North Precinct,18,,253557180,4203202,Black,Male,No,26,257760382,Passive,,,,,,,,Self-Initiated,,,Weapon Present or reported but not used or threatened use,2021,1,1
,IV,Arrest-Warrant,Thursday,,,,Box-in VIS,,,,,,,,1800-2359,Assault,SHOOTING - COLD,,,April,,,637409,SERT,17,,554555853,1943348,Black,Male,No,20,556499201,Passive,,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,2021,1,1
,IV,Arrest-Warrant,Thursday,,,,Box-in VIS,,,,,,,,1800-2359,Assault,SHOOTING - COLD,,,April,,,373178,SERT,28,,554555853,1943348,Black,Male,No,20,556499201,Passive,,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,2021,1,1
,IV,Arrest-Warrant,Thursday,,,,Box-in VIS,,,,,,,,1800-2359,Traffic Stop,TRAFFIC STOP,,,February,,No weapon (unarmed),911231,East Precinct,3,,171556069,753508,White,Female,No,28,172309577,Active,,,,,,,,Self-Initiated,,,,2021,1,1
,IV,Arrest-Warrant,Thursday,,,,Box-in VIS,,,,,,,,1800-2359,Traffic Stop,TRAFFIC STOP,,,February,,No weapon (unarmed),973138,East Precinct,28,,171556069,753508,White,Female,No,28,172309577,Active,,,,,,,,Self-Initiated,,,,2021,1,1
,IV,Arrest-Warrant,Thursday,,,,Control Against Resistance,,,,,,,,0600-1159,DUII,DRIVING UNDER INFLUENCE,,,July,,,262169,East Precinct,22,,455557682,571800,White,Male,No,26,456129482,Active,,,,,,,,Dispatched,,Yes,Weapon Present or reported but not used or threatened use,2021,1,1
,IV,Arrest-Warrant,Thursday,,,,Control Against Resistance,,,,,,,,1200-1759,Subject Stop,PERSON CONTACT (86),,,April,,No weapon (unarmed),996840,Transit (PPB Only),15,,783536845,399605,White,Male,Yes,30,783936450,Active,,,,,,,,Self-Initiated,,Yes,,2019,1,1
,IV,Arrest-Warrant,Thursday,,,,Control Against Resistance,,,,,,,,1200-1759,Warrant,WARRANT,,,March,,No weapon (unarmed),744120,North Precinct,12.023555936,,41526628,362586,White,Female,No,37.667391553,36258641526628,Active,,,,,,,,Dispatched,,Yes,,2018,1,1
,IV,Arrest-Warrant,Thursday,,,,Control Against Resistance,,,,,,,,1200-1759,Warrant,WARRANT,,,March,,No weapon (unarmed),249970,TOD,13.272871005,,41526628,362586,White,Female,No,37.670131279,36258641526628,Active,,,,,,,,Dispatched,,Yes,,2018,1,1
,IV,Arrest-Warrant,Thursday,,,,Control Against Resistance,Control Against Resistance,,,,,,,-,Assault,ASSAULT - WITH WEAPON *H,,Unclear,December,,,327581,Central Precinct,2.820418569,,727519635,332491,White,Male,Yes,30.957404871,332491727519635,Active,Active,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,2017,1,1
,IV,Arrest-Warrant,Thursday,,,,Control Against Resistance,Control Against Resistance,Takedown (IV),,,,,,0000-0559,Assist,ASSISTANCE - AGENCY COVER CODE 1,,,June,,,1064351,East Precinct,0,,822537536,462535,Black,Male,No,32,823000071,Active,Active,Active,,,,,,Self-Initiated,,,Weapon Present or reported but not used or threatened use,2019,1,1
,IV,Arrest-Warrant,Thursday,,,,Control Against Resistance,Control Against Resistance,Takedown (IV),Resisted HC,,,,,0000-0559,Traffic Stop,TRAFFIC STOP,,,January,,,303471,North Precinct,9.186596271,,169525789,584820,White,Female,Yes,33.556459285,584820169525789,Active,Active,Active,Active,,,,,Self-Initiated,,,Weapon Present or reported but not used or threatened use,2018,1,1
,IV,Arrest-Warrant,Thursday,,,,Control Against Resistance,Resisted HC,,,,,,,0000-0559,Traffic Stop,TRAFFIC STOP,,,January,,,552100,North Precinct,11.967408676,,169525789,584820,White,Female,Yes,33.556449772,584820169525789,Active,Active,,,,,,,Self-Initiated,,,Weapon Present or reported but not used or threatened use,2018,1,1
,IV,Arrest-Warrant,Thursday,,,,Control Against Resistance,Resisted HC,,,,,,,0000-0559,Traffic Stop,TRAFFIC STOP,,,January,,,742219,North Precinct,16.167382040,,169525789,584820,White,Female,Yes,33.556423135,584820169525789,Active,Active,,,,,,,Self-Initiated,No,No,Weapon Present or reported but not used or threatened use,2018,1,1
,IV,Arrest-Warrant,Thursday,,,,Control Against Resistance,Resisted HC,,,,,,,0600-1159,DUII,DRIVING UNDER INFLUENCE,,,July,,,996840,East Precinct,17,,455557682,571800,White,Male,No,26,456129482,Active,Active,,,,,,,Dispatched,,Yes,Weapon Present or reported but not used or threatened use,2021,1,1
,IV,Arrest-Warrant,Thursday,,,,Control Against Resistance,Resisted HC,,,,,,,1200-1759,Unwanted Person,UNWANTED PERSON,,,June,,No weapon (unarmed),673111,Central Precinct,1.765934170,,762527665,466636,Black,Male,Yes,61.404290335,762527665466636,Active,Active,,,,,,,Dispatched,,,,2018,1,1
,IV,Arrest-Warrant,Thursday,,,,Control Against Resistance,Resisted HC,,,,,,,1200-1759,Unwanted Person,UNWANTED PERSON,,,June,,No weapon (unarmed),1020040,Central Precinct,12.889221842,,762527665,466636,Black,Male,Yes,61.404290335,762527665466636,Active,Active,,,,,,,Dispatched,,,,2018,1,1
,IV,Arrest-Warrant,Thursday,,,,Control Against Resistance,Takedown (II and III),,,,,,,1200-1759,Warrant,WARRANT,,,September,,No weapon (unarmed),391079,Detectives,20,,672538834,1589384,Hispanic,Female,No,24,674128218,Active,Active,,,,,,,Self-Initiated,,,,2019,1,1
,IV,Arrest-Warrant,Thursday,,,,Control Against Resistance,Takedown (IV),Resisted HC,,,,,,0000-0559,Traffic Stop,TRAFFIC STOP,,,January,,,732219,North Precinct,18.583866058,,169525789,584820,White,Female,Yes,33.556468798,584820169525789,Active,Active,Active,,,,,,Self-Initiated,,,Weapon Present or reported but not used or threatened use,2018,1,1
,IV,Arrest-Warrant,Thursday,,,,Control Against Resistance,Takedown (IV),Resisted HC,,,,,,1800-2359,Suspicious,SUSPICIOUS - PRIORITY,,,February,Needle / Spit / Bodily Fluids,,239271,East Precinct,2,,315546191,537630,Black,Female,Yes,25,316083821,Active,Active,Active,,,,,,Dispatched,,,,2020,1,1
,IV,Arrest-Warrant,Thursday,,,,Control Against Resistance,Takedown (IV),Resisted HC,,,,,,1800-2359,Suspicious,SUSPICIOUS - PRIORITY,,,February,Needle / Spit / Bodily Fluids,,1102751,East Precinct,7,,315546191,537630,Black,Female,Yes,25,316083821,Active,Active,Active,,,,,,Dispatched,,,,2020,1,1
,IV,Arrest-Warrant,Thursday,,,,PFA,,,,,,,,0600-1159,Stolen Vehicle,VEHICLE RECOVERED,,,August,,No weapon (unarmed),776720,Central Precinct,18,,325558051,445764,White,Male,Yes,29,326003815,Aggressive,,,,,,,,Dispatched,,,,2021,1,1
,IV,Arrest-Warrant,Thursday,,,,PFA,,,,,,,,1200-1759,Warrant,WARRANT,,,June,,No weapon (unarmed),572201,East Precinct,1.094980974,,604527843,484563,White,Male,Yes,26.352515221,604527843484563,Active,,,,,,,,Self-Initiated,,,,2018,1,1
,IV,Arrest-Warrant,Thursday,,,,PFA,,,,,,,,1200-1759,Warrant,WARRANT,,,June,,No weapon (unarmed),745120,East Precinct,12.292323059,,604527843,484563,White,Male,Yes,26.352597032,604527843484563,Active,,,,,,,,Self-Initiated,,,,2018,1,1
,IV,Arrest-Warrant,Thursday,,,,Resisted HC,,,,,,,,0000-0559,Suspicious,"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE",Knife / Edged Weapon / Stabbing Instrument,,August,,,221462,North Precinct,1,,874557976,3479901,White,Male,No,30,878037877,Active,,,,,,,,Dispatched,,,,2021,1,1
,IV,Arrest-Warrant,Thursday,,,,Resisted HC,,,,,,,,0000-0559,Suspicious,"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE",Knife / Edged Weapon / Stabbing Instrument,,August,,,742219,North Precinct,19,,874557976,3479901,White,Male,No,30,878037877,Active,,,,,,,,Dispatched,,,,2021,1,1
,IV,Arrest-Warrant,Thursday,,,,Resisted HC,,,,,,,,0000-0559,Welfare Check,WELFARE CHECK - COLD,,,September,,,711211,Central Precinct,1.140234018,,393528721,274233,White,Male,Yes,49.515576484,393528721274233,Active,,,,,,,,Dispatched,Yes,Yes,Weapon Present or reported but not used or threatened use,2018,1,1
,IV,Arrest-Warrant,Thursday,,,,Resisted HC,,,,,,,,0000-0559,Welfare Check,WELFARE CHECK - COLD,,,September,,,914631,Central Precinct,7.518316210,,393528721,274233,White,Male,Yes,49.515576484,393528721274233,Active,,,,,,,,Dispatched,,Yes,Weapon Present or reported but not used or threatened use,2018,1,1
,IV,Arrest-Warrant,Thursday,,,,Resisted HC,,,,,,,,0000-0559,Welfare Check,WELFARE CHECK - COLD,,,September,,,774420,Central Precinct,10.249823059,,393528721,274233,White,Male,Yes,49.515576484,393528721274233,Active,,,,,,,,Dispatched,,Yes,Weapon Present or reported but not used or threatened use,2018,1,1
,IV,Arrest-Warrant,Thursday,,,,Resisted HC,,,,,,,,0600-1159,Disturbance,DISTURBANCE - PRIORITY,,,April,,,713512,Central Precinct,1,,730556755,4160496,White,Male,Yes,36,734717251,Active,,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,2021,1,1
,IV,Arrest-Warrant,Thursday,,,,Resisted HC,,,,,,,,0600-1159,Disturbance,DISTURBANCE - PRIORITY,,,April,,,372179,Central Precinct,22,,730556755,4160496,White,Male,Yes,36,734717251,Active,,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,2021,1,1
,IV,Arrest-Warrant,Thursday,,,,Resisted HC,,,,,,,,0600-1159,Disturbance,DISTURBANCE - PRIORITY,,,August,,No weapon (unarmed),715011,Central Precinct,14,,186548319,603307,White,Male,Yes,25,187151626,Active,,,,,,,,Self-Initiated,,,,2020,1,1
,IV,Arrest-Warrant,Thursday,,,,Resisted HC,,,,,,,,0600-1159,Disturbance,DISTURBANCE - PRIORITY,,,August,,No weapon (unarmed),1053849,Central Precinct,18,,186548319,603307,White,Male,Yes,25,187151626,Active,,,,,,,,Self-Initiated,,,,2020,1,1
,IV,Arrest-Warrant,Thursday,,,,Resisted HC,,,,,,,,0600-1159,Disturbance,DISTURBANCE - PRIORITY,,,August,,No weapon (unarmed),265570,Central Precinct,19,,186548319,603307,White,Male,Yes,25,187151626,Active,,,,,,,,Self-Initiated,,,,2020,1,1
,IV,Arrest-Warrant,Thursday,,,,Resisted HC,,,,,,,,0600-1159,DUII,DRIVING UNDER INFLUENCE,,,July,,,777220,East Precinct,14,,455557682,571800,White,Male,No,26,456129482,Active,,,,,,,,Dispatched,,Yes,Weapon Present or reported but not used or threatened use,2021,1,1
,IV,Arrest-Warrant,Thursday,,,,Resisted HC,,,,,,,,0600-1159,Theft,THEFT - PRIORITY,,,August,,No weapon (unarmed),414482,Central Precinct,0,,180548119,623827,White,Male,Yes,34,181171946,Active,,,,,,,,Dispatched,,,,2020,1,1
,IV,Arrest-Warrant,Thursday,,,,Resisted HC,,,,,,,,0600-1159,Theft,THEFT - PRIORITY,,,August,,No weapon (unarmed),265570,Central Precinct,18,,180548119,623827,White,Male,Yes,34,181171946,Active,,,,,,,,Dispatched,,,,2020,1,1
,IV,Arrest-Warrant,Thursday,,,,Resisted HC,,,,,,,,0600-1159,Traffic Stop,TRAFFIC STOP,,,November,,No weapon (unarmed),673809,East Precinct,12.822222222,,438529422,372897,White,Female,Yes,26.763888889,438529422372897,Active,,,,,,,,Self-Initiated,,Yes,,2018,1,1
,IV,Arrest-Warrant,Thursday,,,,Resisted HC,,,,,,,,0600-1159,Traffic Stop,TRAFFIC STOP,,,November,,No weapon (unarmed),135258,East Precinct,25.683333333,,438529422,372897,White,Female,Yes,26.763888889,438529422372897,Active,,,,,,,,Self-Initiated,,Yes,,2018,1,1
,IV,Arrest-Warrant,Thursday,,,,Resisted HC,,,,,,,,0600-1159,TriMet,TRIMET INCIDENT - PRIORITY,,,May,Needle / Spit / Bodily Fluids,,389079,East Precinct,20,,191537279,574758,White,Male,No,25,192112037,Active,,,,,,,,Dispatched,Yes,Yes,,2019,1,1
,IV,Arrest-Warrant,Thursday,,,,Resisted HC,,,,,,,,0600-1159,TriMet,TRIMET INCIDENT - PRIORITY,,,May,Needle / Spit / Bodily Fluids,,775220,Transit (PPB Only),12,,191537279,574758,White,Male,No,25,192112037,Active,,,,,,,,Dispatched,Yes,Yes,,2019,1,1
,IV,Arrest-Warrant,Thursday,,,,Resisted HC,,,,,,,,0600-1159,TriMet,TRIMET INCIDENT - PRIORITY,,,May,Needle / Spit / Bodily Fluids,,748120,Transit (PPB Only),13,,191537279,574758,White,Male,No,25,192112037,Active,,,,,,,,Dispatched,Yes,Yes,,2019,1,1
,IV,Arrest-Warrant,Thursday,,,,Resisted HC,,,,,,,,1200-1759,Restraining Order Violation,RESTRAINING ORDER VIOLATION - PRIORITY,,,June,,No weapon (unarmed),573502,East Precinct,1,,364557251,401313,White,Male,No,30,364958564,Active,,,,,,,,Dispatched,,Yes,,2021,1,1
,IV,Arrest-Warrant,Thursday,,,,Resisted HC,,,,,,,,1200-1759,Restraining Order Violation,RESTRAINING ORDER VIOLATION - PRIORITY,,,June,,No weapon (unarmed),698511,East Precinct,12,,364557251,401313,White,Male,No,30,364958564,Active,,,,,,,,Dispatched,,Yes,,2021,1,1
,IV,Arrest-Warrant,Thursday,,,,Resisted HC,,,,,,,,1200-1759,Restraining Order Violation,RESTRAINING ORDER VIOLATION - PRIORITY,,,June,,No weapon (unarmed),672710,East Precinct,18,,364557251,401313,White,Male,No,30,364958564,Active,,,,,,,,Dispatched,,Yes,,2021,1,1
,IV,Arrest-Warrant,Thursday,,,,Resisted HC,,,,,,,,1200-1759,Traffic Stop,TRAFFIC STOP,,,July,,No weapon (unarmed),218259,Traffic,16,,373538201,511469,White,Female,Yes,29,374049670,Active,,,,,,,,Self-Initiated,,,,2019,1,1
,IV,Arrest-Warrant,Thursday,,,,Resisted HC,,,,,,,,1800-2359,Suspicious,SUSPICIOUS - PRIORITY,,,September,,No weapon (unarmed),461691,Central Precinct,4.183222983,,380528731,334133,White,Female,Yes,44.942127093,380528731334133,Active,,,,,,,,Dispatched,,,,2018,1,1
,IV,Arrest-Warrant,Thursday,,,,Resisted HC,,,,,,,,1800-2359,Suspicious,SUSPICIOUS - PRIORITY,,,September,,No weapon (unarmed),956741,Central Precinct,5.947606545,,380528731,334133,White,Female,Yes,44.942127093,380528731334133,Active,,,,,,,,Dispatched,,,,2018,1,1
,IV,Arrest-Warrant,Thursday,,,,Resisted HC,,,,,,,,1800-2359,Suspicious,"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE",,,July,,No weapon (unarmed),506291,East Precinct,3,,610557763,3652913,White,Male,No,28,614210676,Active,,,,,,,,Dispatched,,Yes,,2021,1,1
,IV,Arrest-Warrant,Thursday,,,,Resisted HC,,,,,,,,1800-2359,Theft,THEFT - SUBJECT IN CUSTODY,,No,January,,No weapon (unarmed),867330,East Precinct,10.339570015,,243525800,453387,White,Male,No,42.166967275,453387243525800,Active,,,,,,,,Dispatched,,,,2018,1,1
,IV,Arrest-Warrant,Thursday,,,,Resisted HC,,,,,,,,1800-2359,Unwanted Person,UNWANTED PERSON,,,July,,No weapon (unarmed),600201,Central Precinct,1,,745538015,4027575,White,Male,Yes,36,749565590,Active,,,,,,,,Dispatched,,,,2019,1,1
,IV,Arrest-Warrant,Thursday,,,,Resisted HC,,,,,,,,1800-2359,Unwanted Person,UNWANTED PERSON,,,July,,No weapon (unarmed),439991,Central Precinct,5,,745538015,4027575,White,Male,Yes,36,749565590,Active,,,,,,,,Dispatched,,,,2019,1,1
,IV,Arrest-Warrant,Thursday,,,,Resisted HC,,,,,,,,1800-2359,Unwanted Person,UNWANTED PERSON,,,July,,No weapon (unarmed),976240,Central Precinct,12,,745538015,4027575,White,Male,Yes,36,749565590,Active,,,,,,,,Dispatched,,,,2019,1,1
,IV,Arrest-Warrant,Thursday,,,,Resisted HC,,,,,,,,-,Welfare Check,WELFARE CHECK - PRIORITY,,,May,,No weapon (unarmed),1035151,East Precinct,1.323323820,,211527399,476187,White,Female,Yes,33.197296423,211527399476187,Active,,,,,,,,Dispatched,,Yes,,2018,1,1
,IV,Arrest-Warrant,Thursday,,,,Resisted HC,,,,,,,,-,Welfare Check,WELFARE CHECK - PRIORITY,,,May,,No weapon (unarmed),867330,East Precinct,10.701406012,,211527399,476187,White,Female,Yes,33.197296423,211527399476187,Active,,,,,,,,Dispatched,,Yes,,2018,1,1
,IV,Arrest-Warrant,Thursday,,,,Resisted HC,Control Against Resistance,,,,,,,0600-1159,Disturbance,DISTURBANCE - PRIORITY,,,August,,No weapon (unarmed),372179,Central Precinct,21,,186548319,603307,White,Male,Yes,25,187151626,Aggressive,Active,,,,,,,Self-Initiated,,,,2020,1,1
,IV,Arrest-Warrant,Thursday,,,,Resisted HC,Control Against Resistance,,,,,,,0600-1159,Other,DETAIL,,,November,Needle / Spit / Bodily Fluids,,777220,Transit (PPB Only),12,,596539683,1933882,Black,Female,Yes,23,598473565,Active,Active,,,,,,,Dispatched,,,,2019,1,1
,IV,Arrest-Warrant,Thursday,,,,Resisted HC,Control Against Resistance,,,,,,,1200-1759,Warrant,WARRANT,,Yes,March,,No weapon (unarmed),291271,East Precinct,1,,394536671,522506,Black,Female,Yes,36,395059177,Active,Aggressive,,,,,,,Self-Initiated,,,,2019,1,1
,IV,Arrest-Warrant,Thursday,,,,Resisted HC,Control Against Resistance,Takedown,,,,,,-,Assault,ASSAULT - WITH WEAPON *H,,Unclear,December,,,1056551,Central Precinct,2.551921613,,727519635,332491,White,Male,Yes,30.957401065,332491727519635,Active,Active,Active,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,2017,1,1
,IV,Arrest-Warrant,Thursday,,,,Resisted HC,Control Against Resistance,Takedown,,,,,,-,Assault,ASSAULT - WITH WEAPON *H,,Unclear,December,,,275868,DVD,24.198500761,,727519635,332491,White,Male,Yes,30.957404871,332491727519635,Active,Active,Active,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,2017,1,1
,IV,Arrest-Warrant,Thursday,,,,Resisted HC,Hobble,,,,,,,1200-1759,Warrant,WARRANT,,Yes,March,,No weapon (unarmed),554201,Central Precinct,1,,394536671,522506,Black,Female,Yes,36,395059177,Active,Active,,,,,,,Self-Initiated,,,,2019,1,1
,IV,Arrest-Warrant,Thursday,,,,Resisted HC,Takedown (IV),,,,,,,0600-1159,Disturbance,DISTURBANCE - PRIORITY,,,April,,,430191,Central Precinct,4,,730556755,4160496,White,Male,Yes,36,734717251,Active,Active,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,2021,1,1
,IV,Arrest-Warrant,Thursday,,,,Resisted HC,Takedown (IV),,,,,,,1200-1759,Area/Premise Check,PREMISE CHECK,,,April,,No weapon (unarmed),874031,East Precinct,0,,882536846,484563,White,Male,Yes,27,883021409,Active,Active,,,,,,,Dispatched,,,,2019,1,1
,IV,Arrest-Warrant,Thursday,,,,Resisted HC,Takedown (IV),,,,,,,1200-1759,Area/Premise Check,PREMISE CHECK,,,April,,No weapon (unarmed),805020,East Precinct,13,,882536846,484563,White,Male,Yes,27,883021409,Active,Active,,,,,,,Dispatched,,Yes,,2019,1,1
,IV,Arrest-Warrant,Thursday,,,,Resisted HC,Takedown (IV),,,,,,,1200-1759,Area/Premise Check,PREMISE CHECK,,,April,,No weapon (unarmed),828628,East Precinct,24,,882536846,484563,White,Male,Yes,27,883021409,Active,Active,,,,,,,Dispatched,,,,2019,1,1
,IV,Arrest-Warrant,Thursday,,,,Takedown (IV),,,,,,,,0600-1159,Subject Stop,PERSON CONTACT (86),,,August,,No weapon (unarmed),923231,East Precinct,1.077663623,,668528634,621122,White,Male,Yes,35.118759513,668528634621122,Active,,,,,,,,Self-Initiated,,,,2018,1,1
,IV,Arrest-Warrant,Thursday,,,,Takedown (IV),,,,,,,,0600-1159,Subject Stop,PERSON CONTACT (86),,,August,,No weapon (unarmed),557200,East Precinct,11.795471842,,668528634,621122,White,Male,Yes,35.118759513,668528634621122,Active,,,,,,,,Self-Initiated,,,,2018,1,1
,IV,Arrest-Warrant,Thursday,,,,Takedown (IV),,,,,,,,0600-1159,Warrant,WARRANT,,,January,,No weapon (unarmed),909731,North Precinct,5.293995434,,284525790,515214,White,Female,No,26.170707763,515214284525790,Active,,,,,,,,Dispatched,,Yes,,2018,1,1
,IV,Arrest-Warrant,Thursday,,,,Takedown (IV),,,,,,,,1200-1759,Subject Stop,PERSON CONTACT (86),,,August,,No weapon (unarmed),1020641,Central Precinct,8,,537538293,4055882,White,Male,Yes,26,541594175,Active,,,,,,,,Self-Initiated,,,,2019,1,1
,IV,Arrest-Warrant,Thursday,,,,Takedown (IV),,,,,,,,1800-2359,Subject Stop,PERSON CONTACT (86),,,March,,,622501,North Precinct,9.016430746,,446526462,1553968,White,Male,Yes,27.906841705,1553968446526462,Active,,,,,,,,Self-Initiated,,,Weapon Present or reported but not used or threatened use,2018,1,1
,IV,Arrest-Warrant,Thursday,,,,Takedown (IV),Resisted HC,,,,,,,0000-0559,Disturbance,DISTURBANCE - PRIORITY,,,January,,No weapon (unarmed),484388,Central Precinct,24,,588535943,560285,Hispanic,Male,No,27,589096228,Active,Active,,,,,,,Dispatched,Yes,Yes,,2019,1,1
,IV,Cite and Release,Thursday,,,,PFA,PFA,,,,,,,0000-0559,Stolen Vehicle,VEHICLE STOLEN - COLD,,,November,,,1032448,Central Precinct,24.166666667,,909529446,171509,White,Male,No,40.088888889,909529446171509,Aggressive,Aggressive,,,,,,,Self-Initiated,,,Weapon Present or reported but not used or threatened use,2018,1,1
,IV,Cite and Release,Thursday,,,,Resisted HC,,,,,,,,0600-1159,Unwanted Person,UNWANTED PERSON,,,August,,No weapon (unarmed),431191,Central Precinct,1.362987062,,767528545,345800,Black,Male,Yes,47.815041857,767528545345800,Active,,,,,,,,Dispatched,,,,2018,1,1
,IV,Cite and Release,Thursday,,,,Resisted HC,,,,,,,,0600-1159,Unwanted Person,UNWANTED PERSON,,,August,,No weapon (unarmed),677011,Central Precinct,2.609562405,,767528545,345800,Black,Male,Yes,47.815041857,767528545345800,Active,,,,,,,,Dispatched,,,,2018,1,1
,IV,Cite and Release,Thursday,,,,Resisted HC,,,,,,,,1800-2359,Theft,THEFT - PRIORITY,,,January,,No weapon (unarmed),911231,East Precinct,3,,58555808,3923044,White,Female,No,22,62478852,Active,,,,,,,,Dispatched,,Yes,,2021,1,1
,IV,Cite and Release,Thursday,,,,Resisted HC,,,,,,,,1800-2359,Vice,"VICE-DRUGS, LIQUOR, PROSTITUTION, GAMBLING",,,May,,No weapon (unarmed),313371,North Precinct,2,,952562487,4202444,Native American,Male,No,26,956764931,Active,,,,,,,,Self-Initiated,,,,2021,1,1
,IV,Cite and Release,Thursday,,,,Resisted HC,,,,,,,,1800-2359,Vice,"VICE-DRUGS, LIQUOR, PROSTITUTION, GAMBLING",,,May,,No weapon (unarmed),955241,North Precinct,3,,952562487,4202444,Native American,Male,No,26,956764931,Active,,,,,,,,Self-Initiated,,,,2021,1,1
,IV,Detained and Released,Thursday,,,,Box-in VIS,,,,,,,,0000-0559,Other,UNDESCRIBED INCIDENT,,,October,,,965440,SERT,12,,558548803,3669644,Black,Female,No,21,562218447,Passive,,,,,,,,Self-Initiated,,Yes,Weapon Present or reported but not used or threatened use,2020,1,1
,IV,Detained and Released,Thursday,,,,Box-in VIS,,,,,,,,0000-0559,Other,UNDESCRIBED INCIDENT,,,October,,,972440,SERT,12,,558548803,3669644,Black,Female,No,21,562218447,Passive,,,,,,,,Self-Initiated,,Yes,Weapon Present or reported but not used or threatened use,2020,1,1
,IV,Detained and Released,Thursday,,,,Control Against Resistance,,,,,,,,1800-2359,Traffic Stop,TRAFFIC STOP,,,January,,No weapon (unarmed),954441,East Precinct,0,,583546023,377545,Hispanic,Male,No,40,583923568,Passive,,,,,,,,Self-Initiated,Yes,,,2020,1,1
